bin_start_ms,t,count,p50_ms,p95_ms,max_ms,non2xx4xx
1789298588000,5.2,105,2.8,6.9,11.7,0
1789298588100,5.3,107,3.1,6.0,7.9,0
1789298588200,5.4,108,3.1,8.4,14.1,0
1789298588300,5.5,105,2.6,5.7,10.0,0
1789298588400,5.6,106,2.5,4.9,7.9,0
1789298588500,5.7,108,2.4,4.8,6.3,0
1789298588600,5.8,117,7.4,15.2,22.4,0
1789298588700,5.9,113,4.3,21.3,31.7,0
1789298588800,6.0,100,2.7,5.5,11.8,0
1789298588900,6.1,122,2.3,9.9,16.2,0
1789298589000,6.2,125,2.5,5.5,10.9,0
1789298589100,6.3,127,2.5,9.0,10.1,0
1789298589200,6.4,129,2.5,4.0,5.8,0
1789298589300,6.5,119,2.6,4.4,7.6,0
1789298589400,6.6,120,3.0,6.2,10.1,0
1789298589500,6.7,116,2.2,3.7,5.0,0
1789298589600,6.8,137,3.7,8.1,11.2,0
1789298589700,6.9,139,2.7,8.9,12.4,0
1789298589800,7.0,141,4.7,15.8,27.3,0
1789298589900,7.1,138,4.8,14.1,20.8,0
1789298590000,7.2,141,3.8,7.5,13.7,0
1789298590100,7.3,139,2.9,13.4,15.9,0
1789298590200,7.4,130,2.6,5.9,8.9,0
1789298590300,7.5,148,4.2,8.3,13.2,0
1789298590400,7.6,146,2.7,6.4,10.5,0
1789298590500,7.7,149,3.3,6.2,10.5,0
1789298590600,7.8,156,3.3,6.9,11.7,0
1789298590700,7.9,155,3.2,12.2,15.2,0
1789298590800,8.0,156,2.2,4.6,9.7,0
1789298590900,8.1,162,2.5,5.7,10.1,0
1789298591000,8.2,165,2.2,3.5,7.1,0
1789298591100,8.3,166,2.3,7.0,8.4,0
1789298591200,8.4,149,2.3,5.4,8.3,0
1789298591300,8.5,169,2.3,5.3,19.2,0
1789298591400,8.6,151,2.2,4.2,6.6,0
1789298591500,8.7,170,2.6,14.6,20.7,0
1789298591600,8.8,176,3.0,8.8,26.4,0
1789298591700,8.9,168,6.8,14.0,19.2,0
1789298591800,9.0,172,8.0,18.3,22.6,0
1789298591900,9.1,158,6.5,14.1,17.1,0
1789298592000,9.2,168,4.5,17.7,35.8,0
1789298592100,9.3,164,4.0,20.4,29.7,0
1789298592200,9.4,188,2.7,5.7,8.6,0
1789298592300,9.5,190,3.3,7.8,13.3,0
1789298592400,9.6,191,3.2,9.1,12.2,0
1789298592500,9.7,195,2.3,4.1,7.5,0
1789298592600,9.8,197,15.6,39.1,50.2,0
1789298592700,9.9,137,3.3,9.0,13.4,0
1789298592800,10.0,190,2.7,8.1,12.5,0
1789298592900,10.1,196,3.1,15.9,21.6,0
1789298593000,10.2,204,3.4,11.0,17.1,0
1789298593100,10.3,206,2.1,5.4,7.4,0
1789298593200,10.4,183,3.1,8.1,11.9,0
1789298593300,10.5,201,2.1,5.2,10.0,0
1789298593400,10.6,207,2.5,5.2,9.0,0
1789298593500,10.7,207,4.7,16.7,21.9,0
1789298593600,10.8,215,5.3,17.4,34.9,0
1789298593700,10.9,186,4.9,11.9,36.3,0
1789298593800,11.0,206,2.7,8.2,11.6,0
1789298593900,11.1,218,2.6,6.4,9.8,0
1789298594000,11.2,223,3.6,8.8,25.8,0
1789298594100,11.3,217,5.7,12.7,20.3,0
1789298594200,11.4,229,7.0,14.8,19.0,0
1789298594300,11.5,216,4.0,8.4,23.1,0
1789298594400,11.6,200,3.6,11.3,16.0,0
1789298594500,11.7,218,5.6,13.3,22.0,0
1789298594600,11.8,207,6.8,19.6,37.5,0
1789298594700,11.9,229,9.6,23.0,26.8,0
1789298594800,12.0,204,4.9,17.5,23.2,0
1789298594900,12.1,229,2.4,7.8,11.5,0
1789298595000,12.2,244,2.6,5.5,10.8,0
1789298595100,12.3,243,2.3,3.8,4.9,0
1789298595200,12.4,244,2.3,5.9,9.9,0
1789298595300,12.5,244,5.5,26.3,35.4,0
1789298595400,12.6,211,5.7,17.2,43.9,0
1789298595500,12.7,224,3.2,19.2,24.7,0
1789298595600,12.8,256,2.7,6.9,9.0,0
1789298595700,12.9,253,3.5,8.0,13.7,0
1789298595800,13.0,253,6.4,15.6,26.1,0
1789298595900,13.1,263,8.4,18.2,33.8,0
1789298596000,13.2,261,31.4,65.0,86.7,0
1789298596100,13.3,129,17.4,42.1,61.8,0
1789298596200,13.4,261,8.9,17.1,21.5,0
1789298596300,13.5,220,18.4,37.2,61.2,0
1789298596400,13.6,224,12.6,22.6,36.1,0
1789298596500,13.7,226,24.4,61.7,85.7,0
1789298596600,13.8,237,18.9,47.0,78.1,0
1789298596700,13.9,255,12.4,34.8,51.3,0
1789298596800,14.0,196,8.9,19.4,29.8,0
1789298596900,14.1,262,18.6,38.5,55.8,0
1789298597000,14.2,227,18.7,33.8,49.3,0
1789298597100,14.3,244,3.4,7.7,26.4,0
1789298597200,14.4,277,4.9,11.7,21.0,0
1789298597300,14.5,283,5.7,24.7,34.4,0
1789298597400,14.6,247,13.0,34.3,44.8,0
1789298597500,14.7,264,12.3,25.1,30.0,0
1789298597600,14.8,276,15.7,72.8,101.7,0
1789298597700,14.9,166,37.8,67.6,78.5,0
1789298597800,15.0,231,17.1,36.0,46.9,0
1789298597900,15.1,266,19.5,36.5,62.3,0
1789298598000,15.2,253,13.1,29.2,34.1,0
1789298598100,15.3,296,8.2,25.3,34.5,0
1789298598200,15.4,260,14.2,54.9,87.4,0
1789298598300,15.5,245,39.1,63.9,90.1,0
1789298598400,15.6,197,25.4,44.7,59.3,0
1789298598500,15.7,287,87.2,128.0,148.2,0
1789298598600,15.8,119,57.3,71.7,105.2,0
1789298598700,15.9,262,23.5,51.2,69.8,0
1789298598800,16.0,197,16.3,30.5,52.4,0
1789298598900,16.1,217,11.2,79.9,113.6,0
1789298599000,16.2,231,33.5,71.7,112.4,0
1789298599100,16.3,206,9.6,25.5,33.1,0
1789298599200,16.4,327,7.9,21.6,29.9,0
1789298599300,16.5,308,21.2,57.5,74.8,0
1789298599400,16.6,253,9.5,26.3,36.1,0
1789298599500,16.7,331,6.3,14.6,19.8,0
1789298599600,16.8,304,15.5,29.9,45.5,0
1789298599700,16.9,261,9.4,54.3,97.2,0
1789298599800,17.0,249,26.4,52.7,93.2,0
1789298599900,17.1,286,4.2,16.1,31.1,0
1789298600000,17.2,289,8.0,21.7,25.3,0
1789298600100,17.3,330,13.6,28.1,51.7,0
1789298600200,17.4,287,4.7,13.3,15.8,0
1789298600300,17.5,301,6.1,21.9,54.2,0
1789298600400,17.6,333,18.3,37.3,54.8,0
1789298600500,17.7,314,5.6,12.7,18.2,0
1789298600600,17.8,301,6.9,13.4,25.3,0
1789298600700,17.9,333,10.4,31.6,39.5,0
1789298600800,18.0,292,27.6,56.3,77.1,0
1789298600900,18.1,247,27.3,73.2,87.1,0
1789298601000,18.2,285,29.9,53.1,72.7,0
1789298601100,18.3,333,21.2,43.6,57.8,0
1789298601200,18.4,234,18.5,42.4,71.2,0
1789298601300,18.5,302,37.3,115.4,199.8,0
1789298601400,18.6,265,51.0,68.0,119.3,0
1789298601500,18.7,185,17.3,59.6,109.6,0
1789298601600,18.8,209,44.3,96.6,128.5,0
1789298601700,18.9,235,18.1,36.0,52.0,0
1789298601800,19.0,346,19.4,42.7,69.5,0
1789298601900,19.1,354,23.5,96.5,154.2,0
1789298602000,19.2,249,41.0,80.0,112.9,0
1789298602100,19.3,235,81.9,175.5,206.5,0
1789298602200,19.4,173,77.8,118.7,144.7,0
1789298602300,19.5,155,29.5,56.5,74.3,0
1789298602400,19.6,384,254.9,375.8,409.6,0
1789298602500,19.7,73,240.8,317.5,341.1,0
1789298602600,19.8,81,185.8,253.3,277.2,0
1789298602700,19.9,54,93.5,126.5,198.7,0
1789298602800,20.0,174,77.6,131.0,179.2,0
1789298602900,20.1,261,25.6,88.7,108.1,0
1789298603000,20.2,222,21.3,80.1,133.5,0
1789298603100,20.3,295,39.6,98.9,213.7,0
1789298603200,20.4,264,66.6,176.8,268.4,0
1789298603300,20.5,251,72.3,168.4,201.5,0
1789298603400,20.6,224,38.9,73.7,102.7,0
1789298603500,20.7,321,4.3,17.7,31.7,0
1789298603600,20.8,370,6.2,13.8,34.3,0
1789298603700,20.9,349,12.9,38.3,55.1,0
1789298603800,21.0,377,19.3,34.1,44.2,0
1789298603900,21.1,372,11.1,38.8,56.3,0
1789298604000,21.2,377,5.6,15.7,25.8,0
1789298604100,21.3,405,3.9,11.1,29.5,0
1789298604200,21.4,374,8.0,54.7,70.9,0
1789298604300,21.5,300,45.9,81.6,105.7,0
1789298604400,21.6,294,16.4,56.4,70.7,0
1789298604500,21.7,401,4.5,8.8,20.3,0
1789298604600,21.8,409,12.9,40.1,58.7,0
1789298604700,21.9,344,9.6,27.4,38.0,0
1789298604800,22.0,339,21.7,53.1,79.5,0
1789298604900,22.1,337,13.9,29.9,48.6,0
1789298605000,22.2,395,10.4,19.8,28.1,0
1789298605100,22.3,427,6.8,15.3,34.8,0
1789298605200,22.4,395,11.0,32.4,84.8,0
1789298605300,22.5,368,60.1,135.4,175.2,0
1789298605400,22.6,256,37.5,82.7,106.5,0
1789298605500,22.7,309,13.5,40.8,62.9,0
1789298605600,22.8,405,12.4,59.2,111.3,0
1789298605700,22.9,355,29.3,59.9,96.2,0
1789298605800,23.0,344,29.2,92.1,104.6,0
1789298605900,23.1,309,40.9,84.0,103.9,0
1789298606000,23.2,352,16.5,41.0,62.2,0
1789298606100,23.3,352,8.5,29.8,62.6,0
1789298606200,23.4,445,5.1,17.1,32.4,0
1789298606300,23.5,316,11.2,61.2,119.4,0
1789298606400,23.6,388,25.3,51.8,80.7,0
1789298606500,23.7,453,12.7,29.4,38.6,0
1789298606600,23.8,350,5.4,28.5,37.2,0
1789298606700,23.9,427,14.5,37.0,84.7,0
1789298606800,24.0,325,17.8,49.5,79.9,0
1789298606900,24.1,423,14.6,38.0,72.9,0
1789298607000,24.2,417,15.8,32.8,49.0,0
1789298607100,24.3,374,4.7,12.5,24.3,0
1789298607200,24.4,480,14.0,26.4,39.8,0
1789298607300,24.5,292,33.1,66.6,90.8,0
1789298607400,24.6,365,23.6,57.7,77.9,0
1789298607500,24.7,426,11.6,37.8,64.1,0
1789298607600,24.8,379,35.2,83.9,119.3,0
1789298607700,24.9,348,32.0,66.9,78.7,0
1789298607800,25.0,290,43.4,86.9,120.6,0
1789298607900,25.1,361,26.3,50.0,78.1,0
1789298608000,25.2,381,8.9,21.6,37.2,0
1789298608100,25.3,441,18.2,36.9,47.4,0
1789298608200,25.4,334,21.7,38.0,51.1,0
1789298608300,25.5,279,37.1,82.7,104.6,0
1789298608400,25.6,342,26.6,52.2,67.3,0
1789298608500,25.7,302,11.8,23.5,38.5,0
1789298608600,25.8,349,15.7,32.5,48.9,0
1789298608700,25.9,394,34.9,66.2,107.8,0
1789298608800,26.0,219,26.4,49.5,72.7,0
1789298608900,26.1,341,11.4,22.8,34.6,0
1789298609000,26.2,315,19.9,45.7,57.4,0
1789298609100,26.3,282,4.3,21.5,42.7,0
1789298609200,26.4,305,11.5,27.8,38.5,0
1789298609300,26.5,346,7.6,21.0,39.9,0
1789298609400,26.6,335,4.0,8.0,13.0,0
1789298609500,26.7,316,3.4,9.5,14.0,0
1789298609600,26.8,251,2.8,10.2,25.0,0
1789298609700,26.9,279,4.5,17.9,70.5,0
1789298609800,27.0,285,55.5,88.6,111.4,0
1789298609900,27.1,121,2.5,17.9,24.4,0
1789298610000,27.2,265,12.1,28.4,41.1,0
1789298610100,27.3,254,4.2,8.0,14.8,0
1789298610200,27.4,249,4.6,12.7,22.2,0
1789298610300,27.5,239,4.8,14.1,23.7,0
1789298610400,27.6,191,4.8,10.4,15.3,0
1789298610500,27.7,210,6.7,13.6,20.8,0
1789298610600,27.8,201,4.8,10.5,15.2,0
1789298610700,27.9,181,4.1,10.0,16.9,0
1789298610800,28.0,179,4.2,9.3,11.7,0
1789298610900,28.1,184,5.1,12.6,20.7,0
1789298611000,28.2,167,10.4,33.2,40.9,0
1789298611100,28.3,161,4.1,9.5,10.6,0
1789298611200,28.4,147,2.1,4.5,6.7,0
1789298611300,28.5,146,2.3,4.3,5.3,0
1789298611400,28.6,133,2.2,5.1,8.8,0
1789298611500,28.7,102,1.9,2.8,3.5,0
1789298611600,28.8,117,2.1,4.9,5.9,0
1789298611700,28.9,103,2.1,5.3,7.1,0
1789298611800,29.0,95,1.8,2.7,4.1,0
1789298611900,29.1,84,2.0,3.4,3.9,0
1789298612000,29.2,71,2.3,3.1,8.1,0
1789298612100,29.3,64,2.4,9.1,21.2,0
1789298612200,29.4,55,2.2,2.7,2.9,0
1789298612300,29.5,42,2.3,2.9,3.9,0
1789298612400,29.6,33,2.2,3.1,3.2,0
1789298612500,29.7,25,2.4,2.8,3.3,0
1789298612600,29.8,15,2.6,3.2,3.4,0
1789298612700,29.9,7,3.0,3.5,3.5,0
